student_id,semester,branch,attendance_percentage,study_hours_per_week,assignment_completion_percentage,previous_sgpa,previous_cgpa,backlog_count,current_failed_courses,low_performance_course_count,performance_trend,INDEPENDENT_RISK_LABEL
8153,3,ECE,79.26,21.4,75.46,10.0,9.42,0,0,0,STABLE,LOW
8153,4,ECE,67.52,18.35,76.33,10.0,9.57,0,0,0,STABLE,LOW
8153,5,ECE,86.05,20.83,82.62,10.0,9.68,0,0,0,STABLE,LOW
8153,6,ECE,80.68,26.47,80.77,9.79,9.7,0,0,0,STABLE,LOW
8153,7,ECE,65.27,19.7,90.9,10.0,9.75,0,0,0,STABLE,LOW
8153,8,ECE,71.76,20.44,87.91,9.75,9.75,0,0,0,STABLE,LOW
8154,1,ECE,53.59,25.39,100.0,,,0,0,0,STABLE,LOW
8154,2,ECE,62.71,33.34,100.0,10.0,10.0,0,0,0,DECLINING,LOW
8154,3,ECE,89.32,27.25,98.27,9.57,9.77,0,0,0,IMPROVING,LOW
8154,4,ECE,69.93,30.64,100.0,10.0,9.83,0,0,0,STABLE,LOW
8154,5,ECE,50.59,30.38,100.0,10.0,9.87,0,0,0,DECLINING,LOW
8154,6,ECE,54.6,32.76,100.0,9.14,9.7,0,0,0,IMPROVING,LOW
8154,7,ECE,60.69,30.47,100.0,9.45,9.67,0,0,0,STABLE,LOW
8154,8,ECE,57.77,26.93,83.29,9.75,9.68,0,0,0,STABLE,LOW
8155,1,ECE,61.3,6.25,54.16,,,0,0,2,STABLE,HIGH
8155,2,ECE,78.99,18.66,80.55,6.25,6.25,0,0,1,IMPROVING,MEDIUM
8155,3,ECE,69.26,11.16,76.36,6.71,6.5,0,0,0,STABLE,MEDIUM
8155,4,ECE,74.87,16.16,61.99,6.67,6.54,0,0,1,STABLE,MEDIUM
8155,5,ECE,69.69,16.62,64.48,6.75,6.6,0,0,2,DECLINING,HIGH
8155,6,ECE,75.61,9.31,63.58,6.21,6.51,0,0,2,STABLE,MEDIUM
8155,7,ECE,88.13,3.17,76.42,6.27,6.47,0,0,1,STABLE,MEDIUM
8155,8,ECE,71.03,4.92,74.46,6.33,6.45,2,2,4,DECLINING,HIGH
8156,1,EEE,67.72,17.33,81.29,,,0,0,0,STABLE,LOW
8156,2,EEE,79.92,17.62,81.6,9.15,9.15,0,0,0,STABLE,LOW
8156,3,EEE,68.66,24.38,88.14,9.14,9.15,0,0,0,IMPROVING,LOW
8156,4,EEE,70.39,27.32,92.43,9.77,9.35,0,0,0,DECLINING,LOW
8156,5,EEE,62.8,15.85,77.11,8.91,9.25,0,0,0,DECLINING,LOW
8156,6,EEE,69.66,14.58,93.13,8.38,9.08,0,0,0,STABLE,MEDIUM
8156,7,EEE,63.48,17.5,84.32,8.46,8.97,0,0,0,STABLE,MEDIUM
8156,8,EEE,64.56,15.74,94.72,8.25,8.88,0,0,0,STABLE,MEDIUM
8157,1,CE,84.42,26.85,93.62,,,0,0,0,STABLE,MEDIUM
8157,2,CE,87.62,22.89,83.42,6.4,6.4,0,0,1,STABLE,MEDIUM
8157,3,CE,87.65,16.08,96.74,6.27,6.33,0,0,1,IMPROVING,LOW
8157,4,CE,86.28,21.71,96.53,7.5,6.67,2,2,2,DECLINING,HIGH
8157,5,CE,95.56,26.19,87.47,3.36,5.98,2,0,0,IMPROVING,MEDIUM
8157,6,CE,88.93,19.37,95.1,7.25,6.22,2,0,1,STABLE,MEDIUM
8157,7,CE,84.24,24.49,100.0,7.0,6.35,2,0,1,IMPROVING,MEDIUM
8157,8,CE,73.93,17.63,96.72,7.33,6.45,2,0,0,DECLINING,MEDIUM
8158,1,CE,70.14,16.07,84.32,,,0,0,0,STABLE,MEDIUM
8158,2,CE,58.64,14.77,92.59,7.2,7.2,0,0,0,STABLE,MEDIUM
8158,3,CE,71.84,16.53,81.34,7.2,7.2,0,0,1,DECLINING,MEDIUM
8158,4,CE,61.55,29.19,85.62,6.75,7.07,0,0,0,IMPROVING,MEDIUM
8158,5,CE,69.78,23.51,91.85,7.64,7.19,1,1,1,STABLE,MEDIUM
8158,6,CE,67.07,14.78,85.42,7.5,7.25,1,0,3,DECLINING,HIGH
8158,7,CE,61.65,23.68,77.36,6.07,7.04,1,0,0,IMPROVING,MEDIUM
8158,8,CE,82.8,29.48,95.23,7.67,7.1,1,0,0,STABLE,MEDIUM
8159,3,CSE,61.94,16.85,83.08,,,0,0,0,STABLE,MEDIUM
8159,4,CSE,65.28,12.06,93.05,8.36,8.36,0,0,0,DECLINING,MEDIUM
8159,5,CSE,55.96,14.6,66.35,6.6,7.35,0,0,0,IMPROVING,MEDIUM
8159,6,CSE,64.09,8.73,71.8,8.07,7.6,0,0,0,DECLINING,LOW
8159,7,CSE,56.1,17.78,68.72,7.57,7.59,0,0,0,IMPROVING,LOW
8159,8,CSE,66.27,12.81,65.0,8.38,7.69,0,0,0,DECLINING,MEDIUM
8160,3,ME,91.03,15.49,83.41,,,0,0,0,STABLE,LOW
8160,4,ME,72.27,14.52,77.0,9.17,9.17,0,0,0,IMPROVING,LOW
8160,5,ME,81.43,16.17,78.96,9.8,9.52,0,0,0,STABLE,LOW
8160,6,ME,92.1,20.44,80.77,10.0,9.66,0,0,0,DECLINING,LOW
8160,7,ME,74.6,18.18,79.02,9.14,9.52,0,0,0,IMPROVING,LOW
8160,8,ME,90.41,20.67,75.99,9.8,9.56,0,0,0,STABLE,LOW
8161,1,ME,99.45,8.18,60.18,,,0,0,1,STABLE,LOW
8161,2,ME,79.34,2.4,57.0,7.87,7.87,0,0,1,DECLINING,MEDIUM
8161,3,ME,79.46,3.3,66.1,6.86,7.38,0,0,0,IMPROVING,MEDIUM
8161,4,ME,77.91,2.0,62.23,7.58,7.44,0,0,1,DECLINING,HIGH
8161,5,ME,94.36,10.28,68.92,6.2,7.11,0,0,0,IMPROVING,LOW
8161,6,ME,78.47,12.25,54.53,7.73,7.21,0,0,1,DECLINING,MEDIUM
8161,7,ME,84.87,4.66,57.19,6.79,7.14,0,0,0,IMPROVING,MEDIUM
8161,8,ME,95.09,2.73,64.72,7.5,7.18,0,0,0,STABLE,LOW
8162,1,ME,60.79,40.0,100.0,,,0,0,0,STABLE,LOW
8162,2,ME,74.96,36.07,100.0,9.8,9.8,0,0,0,STABLE,LOW
8162,3,ME,81.72,35.47,100.0,10.0,9.9,0,0,0,STABLE,LOW
8162,4,ME,77.74,37.8,100.0,10.0,9.93,0,0,0,DECLINING,LOW
8162,5,ME,69.98,34.09,100.0,9.6,9.84,0,0,0,IMPROVING,LOW
8162,6,ME,58.44,36.08,100.0,10.0,9.87,0,0,0,STABLE,LOW
8162,7,ME,68.49,32.02,100.0,9.79,9.85,0,0,1,DECLINING,LOW
8162,8,ME,63.94,40.0,100.0,8.5,9.7,0,0,0,IMPROVING,LOW
8163,1,CE,61.7,33.53,93.74,,,0,0,0,STABLE,LOW
8163,2,CE,75.02,28.63,86.27,8.67,8.67,0,0,0,STABLE,LOW
8163,3,CE,65.42,29.26,100.0,8.87,8.77,0,0,0,DECLINING,LOW
8163,4,CE,71.87,21.54,100.0,8.25,8.62,0,0,0,DECLINING,MEDIUM
8163,5,CE,65.92,27.47,100.0,7.45,8.38,0,0,0,IMPROVING,LOW
8163,6,CE,51.21,22.68,100.0,8.25,8.35,0,0,1,DECLINING,MEDIUM
8163,7,CE,53.47,23.53,91.74,7.36,8.18,0,0,1,DECLINING,HIGH
8163,8,CE,56.75,25.85,100.0,7.0,8.06,0,0,0,IMPROVING,MEDIUM
8164,1,CE,91.66,17.47,74.19,,,0,0,0,STABLE,LOW
8164,2,CE,79.26,17.97,90.03,9.6,9.6,0,0,0,STABLE,LOW
8164,3,CE,82.52,13.97,86.45,9.6,9.6,0,0,0,DECLINING,LOW
8164,4,CE,96.66,14.68,88.89,9.25,9.5,0,0,0,IMPROVING,LOW
8164,5,CE,99.06,14.84,88.85,10.0,9.6,0,0,0,DECLINING,LOW
8164,6,CE,88.4,19.07,61.92,9.25,9.54,0,0,0,STABLE,LOW
8164,7,CE,96.69,27.53,90.07,9.21,9.48,0,0,0,IMPROVING,LOW
8164,8,CE,93.66,22.55,94.3,10.0,9.53,0,0,0,STABLE,LOW
8165,1,ME,94.02,24.94,100.0,,,0,0,2,STABLE,MEDIUM
8165,2,ME,95.53,25.75,98.96,6.27,6.27,1,1,1,DECLINING,MEDIUM
8165,3,ME,92.48,25.37,97.28,5.57,5.93,1,0,2,IMPROVING,MEDIUM
8165,4,ME,100.0,22.49,100.0,6.58,6.12,1,0,0,IMPROVING,MEDIUM
8165,5,ME,91.57,17.76,86.09,7.2,6.41,2,1,1,DECLINING,HIGH
8165,6,ME,100.0,24.13,96.16,4.82,6.15,2,0,0,IMPROVING,MEDIUM
8165,7,ME,92.04,22.74,89.27,6.86,6.27,2,0,3,DECLINING,MEDIUM
8165,8,ME,100.0,20.46,100.0,6.5,6.3,3,1,2,DECLINING,HIGH
8166,1,EEE,73.68,13.23,84.86,,,0,0,0,STABLE,MEDIUM
8166,2,EEE,78.87,9.11,77.17,8.31,8.31,0,0,0,STABLE,LOW
8166,3,EEE,70.21,14.87,84.61,8.5,8.41,0,0,0,STABLE,LOW
8166,4,EEE,85.59,13.69,95.94,8.62,8.47,0,0,0,IMPROVING,LOW
8166,5,EEE,72.62,14.5,76.38,9.18,8.63,0,0,0,DECLINING,MEDIUM
8166,6,EEE,73.79,11.88,77.45,6.77,8.25,0,0,1,STABLE,LOW
8166,7,EEE,78.83,6.35,72.55,7.0,8.04,0,0,1,DECLINING,MEDIUM
8166,8,EEE,80.86,10.35,60.74,6.67,7.85,0,0,0,IMPROVING,LOW
8167,1,CE,69.72,27.57,78.51,,,0,0,0,STABLE,LOW
8167,2,CE,86.8,18.65,85.66,9.0,9.0,0,0,0,DECLINING,LOW
8167,3,CE,83.26,21.72,84.51,8.67,8.83,0,0,0,IMPROVING,LOW
8167,4,CE,67.08,23.14,85.28,9.5,9.02,0,0,0,DECLINING,LOW
8167,5,CE,81.96,21.42,78.73,9.18,9.06,0,0,0,IMPROVING,LOW
8167,6,CE,73.91,12.3,78.99,10.0,9.23,0,0,0,DECLINING,LOW
8167,7,CE,83.91,14.96,86.05,9.36,9.25,0,0,0,STABLE,LOW
8167,8,CE,93.64,18.3,95.27,9.33,9.26,0,0,0,STABLE,LOW
8168,1,CSE,73.27,23.75,100.0,,,0,0,0,STABLE,MEDIUM
8168,2,CSE,77.22,25.55,99.01,7.45,7.45,0,0,0,IMPROVING,LOW
8168,3,CSE,76.85,23.88,100.0,8.36,7.96,0,0,0,STABLE,LOW
8168,4,CSE,73.22,21.76,99.59,8.55,8.14,0,0,0,DECLINING,LOW
8168,5,CSE,77.72,25.0,97.67,8.0,8.1,0,0,0,IMPROVING,LOW
8168,6,CSE,84.75,24.48,100.0,8.57,8.2,0,0,0,STABLE,LOW
8168,7,CSE,86.01,22.95,95.57,8.5,8.25,0,0,0,STABLE,LOW
8168,8,CSE,78.37,26.78,100.0,8.38,8.26,0,0,0,IMPROVING,LOW
8169,1,EEE,57.61,17.17,70.51,,,0,0,0,STABLE,MEDIUM
8169,2,EEE,65.58,16.34,83.08,7.85,7.85,0,0,0,STABLE,MEDIUM
8169,3,EEE,72.12,12.23,75.23,7.64,7.74,0,0,0,IMPROVING,LOW
8169,4,EEE,62.28,11.08,71.37,8.23,7.9,0,0,0,DECLINING,MEDIUM
8169,5,EEE,72.66,18.86,72.2,7.45,7.8,0,0,0,IMPROVING,LOW
8169,6,EEE,60.56,14.15,69.49,8.54,7.95,0,0,0,DECLINING,MEDIUM
8169,7,EEE,64.66,19.1,89.37,7.77,7.92,0,0,0,IMPROVING,LOW
8169,8,EEE,60.3,18.86,69.55,8.42,7.99,0,0,0,STABLE,LOW
8170,1,CE,69.2,13.41,79.0,,,0,0,1,STABLE,MEDIUM
8170,2,CE,58.74,22.17,82.21,7.4,7.4,0,0,0,IMPROVING,MEDIUM
8170,3,CE,63.18,20.81,87.67,8.07,7.73,0,0,2,DECLINING,MEDIUM
8170,4,CE,59.44,14.81,70.52,7.0,7.52,0,0,1,DECLINING,HIGH
8170,5,CE,62.98,12.62,74.31,6.55,7.32,0,0,3,STABLE,HIGH
8170,6,CE,54.04,20.18,71.0,6.5,7.17,0,0,0,IMPROVING,MEDIUM
8170,7,CE,61.97,23.55,88.52,7.43,7.22,0,0,1,DECLINING,HIGH
8170,8,CE,72.5,12.16,99.62,6.67,7.16,0,0,0,IMPROVING,MEDIUM
8171,1,CSE,86.84,11.61,83.72,,,0,0,0,STABLE,LOW
8171,2,CSE,77.87,23.39,75.57,8.45,8.45,0,0,0,STABLE,LOW
8171,3,CSE,85.91,12.87,85.67,8.57,8.52,0,0,0,DECLINING,MEDIUM
8171,4,CSE,77.37,9.99,88.79,7.91,8.33,0,0,0,DECLINING,MEDIUM
8171,5,CSE,87.4,23.82,90.32,7.4,8.06,0,0,0,IMPROVING,LOW
8171,6,CSE,76.12,17.98,78.6,8.79,8.22,0,0,0,DECLINING,LOW
8171,7,CSE,90.14,13.45,82.37,7.5,8.09,0,0,0,IMPROVING,LOW
8171,8,CSE,81.28,15.03,85.18,8.62,8.14,0,0,0,STABLE,LOW
8172,1,ME,73.95,24.86,78.27,,,0,0,0,STABLE,LOW
8172,2,ME,84.98,11.49,80.71,8.93,8.93,0,0,0,IMPROVING,LOW
8172,3,ME,78.24,6.68,79.94,9.5,9.21,0,0,0,DECLINING,LOW
8172,4,ME,76.59,13.0,80.02,8.5,9.0,0,0,1,DECLINING,MEDIUM
8172,5,ME,77.81,20.35,76.7,8.2,8.79,0,0,0,STABLE,LOW
8172,6,ME,96.37,17.32,78.65,8.45,8.73,0,0,0,IMPROVING,LOW
8172,7,ME,76.4,7.48,85.17,9.21,8.81,0,0,0,STABLE,LOW
8172,8,ME,88.23,20.14,97.75,9.0,8.84,0,0,0,IMPROVING,LOW
8173,1,ECE,51.62,12.66,73.61,,,0,0,0,STABLE,MEDIUM
8173,2,ECE,44.77,8.49,74.78,8.5,8.5,0,0,0,STABLE,MEDIUM
8173,3,ECE,64.83,25.18,81.68,8.29,8.38,0,0,1,STABLE,LOW
8173,4,ECE,69.78,8.54,65.88,8.33,8.37,0,0,0,IMPROVING,LOW
8173,5,ECE,66.51,17.9,62.68,8.75,8.47,0,0,0,STABLE,LOW
8173,6,ECE,69.51,10.66,78.5,8.57,8.49,0,0,0,STABLE,LOW
8173,7,ECE,59.88,11.47,73.78,8.45,8.49,0,0,0,IMPROVING,LOW
8173,8,ECE,48.21,18.5,73.31,9.08,8.57,0,0,0,DECLINING,LOW
8174,1,ME,70.27,15.36,88.44,,,0,0,0,STABLE,LOW
8174,2,ME,74.3,14.4,64.34,9.8,9.8,0,0,0,DECLINING,LOW
8174,3,ME,68.13,14.34,86.77,9.43,9.62,0,0,0,IMPROVING,LOW
8174,4,ME,76.1,13.76,77.72,9.83,9.68,0,0,0,STABLE,LOW
8174,5,ME,70.86,15.14,74.16,9.8,9.71,0,0,0,DECLINING,LOW
8174,6,ME,67.52,16.83,73.13,9.18,9.63,0,0,0,STABLE,LOW
8174,7,ME,67.86,12.55,84.78,9.43,9.59,0,0,0,STABLE,LOW
8174,8,ME,63.97,11.62,56.24,9.2,9.55,0,0,0,STABLE,LOW
8175,1,CE,79.66,19.93,83.26,,,0,0,0,STABLE,LOW
8175,2,CE,76.27,19.71,82.04,7.33,7.33,0,0,0,DECLINING,MEDIUM
8175,3,CE,80.73,12.93,83.12,6.67,7.0,0,0,0,IMPROVING,LOW
8175,4,CE,82.7,14.25,80.14,7.25,7.07,0,0,0,IMPROVING,MEDIUM
8175,5,CE,69.02,18.42,68.39,7.73,7.21,0,0,0,STABLE,MEDIUM
8175,6,CE,71.64,18.09,68.95,7.75,7.31,0,0,0,IMPROVING,MEDIUM
8175,7,CE,80.55,17.52,70.66,8.14,7.46,0,0,0,DECLINING,MEDIUM
8175,8,CE,79.65,15.89,84.29,7.33,7.44,0,0,0,IMPROVING,LOW
8176,1,CE,63.22,20.71,85.76,,,0,0,1,STABLE,MEDIUM
8176,2,CE,57.87,13.12,76.59,7.53,7.53,0,0,1,STABLE,MEDIUM
8176,3,CE,57.54,16.14,79.44,7.47,7.5,0,0,2,DECLINING,MEDIUM
8176,4,CE,60.75,19.72,85.8,6.75,7.29,0,0,0,STABLE,MEDIUM
8176,5,CE,60.48,20.86,95.88,7.0,7.23,0,0,0,IMPROVING,MEDIUM
8176,6,CE,66.12,20.68,92.61,7.5,7.28,0,0,0,STABLE,LOW
8176,7,CE,63.27,26.17,100.0,7.71,7.35,0,0,0,DECLINING,MEDIUM
8176,8,CE,59.01,22.78,82.26,7.33,7.35,0,0,0,STABLE,MEDIUM
8177,1,ECE,74.95,4.6,69.0,,,3,3,5,STABLE,HIGH
8177,2,ECE,92.09,13.95,70.85,1.25,1.25,3,0,3,IMPROVING,HIGH
8177,3,ECE,98.12,15.09,84.53,5.57,3.58,3,0,3,IMPROVING,HIGH
8177,4,ECE,73.29,17.17,87.84,6.22,4.26,3,0,4,DECLINING,HIGH
8177,5,ECE,90.39,16.38,95.88,5.75,4.64,3,0,3,STABLE,HIGH
8177,6,ECE,93.03,20.99,80.09,5.64,4.87,3,0,3,STABLE,HIGH
8177,7,ECE,91.02,11.39,53.07,5.73,5.0,3,0,2,STABLE,HIGH
8177,8,ECE,86.9,9.8,80.23,5.83,5.12,4,1,4,DECLINING,HIGH
8178,1,ME,65.74,24.49,82.82,,,0,0,0,STABLE,MEDIUM
8178,2,ME,61.62,24.99,99.75,6.53,6.53,0,0,0,IMPROVING,MEDIUM
8178,3,ME,73.09,20.16,86.84,7.71,7.1,0,0,2,DECLINING,MEDIUM
8178,4,ME,71.85,20.7,88.9,6.67,6.98,0,0,1,STABLE,MEDIUM
8178,5,ME,77.68,27.77,89.2,6.8,6.93,0,0,3,DECLINING,HIGH
8178,6,ME,75.8,29.24,90.22,6.09,6.79,0,0,0,IMPROVING,MEDIUM
8178,7,ME,80.62,25.17,95.58,7.71,6.95,0,0,1,DECLINING,LOW
8178,8,ME,82.05,24.71,91.11,7.1,6.97,0,0,0,STABLE,MEDIUM
8179,1,EEE,83.99,14.2,81.92,,,0,0,0,STABLE,LOW
8179,2,EEE,76.63,12.29,68.45,8.54,8.54,0,0,0,DECLINING,LOW
8179,3,EEE,67.62,13.24,84.66,8.14,8.33,0,0,1,DECLINING,MEDIUM
8179,4,EEE,78.79,11.39,80.57,7.69,8.12,0,0,0,STABLE,MEDIUM
8179,5,EEE,61.5,12.47,81.69,7.73,8.04,0,0,0,STABLE,MEDIUM
8179,6,EEE,75.53,9.64,78.8,7.54,7.94,0,0,0,IMPROVING,LOW
8179,7,EEE,82.25,12.69,67.8,8.69,8.06,0,0,0,IMPROVING,LOW
8179,8,EEE,79.66,10.78,64.47,9.17,8.21,0,0,0,STABLE,LOW
8180,1,CE,52.63,24.55,92.12,,,0,0,0,STABLE,LOW
8180,2,CE,52.19,30.32,94.26,10.0,10.0,0,0,0,STABLE,LOW
8180,3,CE,45.78,28.19,95.25,9.8,9.9,0,0,0,STABLE,LOW
8180,4,CE,40.0,26.34,96.85,10.0,9.93,0,0,0,STABLE,LOW
8180,5,CE,49.31,29.47,100.0,10.0,9.94,0,0,0,STABLE,LOW
8180,6,CE,58.13,25.01,100.0,10.0,9.95,0,0,0,DECLINING,LOW
8180,7,CE,63.62,22.64,100.0,9.14,9.81,0,0,0,IMPROVING,LOW
8180,8,CE,40.0,32.62,96.38,10.0,9.83,0,0,0,DECLINING,LOW
8181,1,CE,84.3,23.04,97.96,,,0,0,0,STABLE,LOW
8181,2,CE,84.39,17.2,95.08,9.6,9.6,0,0,0,STABLE,LOW
8181,3,CE,68.1,26.13,100.0,9.8,9.7,0,0,0,STABLE,LOW
8181,4,CE,76.63,21.7,99.91,10.0,9.79,0,0,0,DECLINING,LOW
8181,5,CE,86.27,25.88,100.0,9.18,9.66,0,0,0,IMPROVING,LOW
8181,6,CE,68.95,22.88,93.47,10.0,9.72,0,0,0,DECLINING,LOW
8181,7,CE,65.54,20.89,89.44,9.57,9.7,0,0,0,STABLE,LOW
8181,8,CE,71.79,30.47,98.06,9.33,9.66,0,0,0,IMPROVING,LOW
8182,1,CSE,78.91,18.04,81.13,,,0,0,0,STABLE,LOW
8182,2,CSE,64.19,10.91,70.75,8.82,8.82,0,0,0,DECLINING,MEDIUM
8182,3,CSE,78.26,10.93,73.1,8.29,8.52,0,0,0,DECLINING,LOW
8182,4,CSE,76.97,15.03,82.51,7.73,8.28,0,0,0,IMPROVING,LOW
8182,5,CSE,68.4,16.21,77.53,9.0,8.49,0,0,0,STABLE,LOW
8182,6,CSE,83.85,15.63,78.21,8.79,8.55,0,0,0,DECLINING,LOW
8182,7,CSE,86.91,17.81,71.47,8.14,8.48,0,0,0,IMPROVING,LOW
8182,8,CSE,73.97,22.55,78.13,9.5,8.57,0,0,0,DECLINING,LOW
8183,1,ECE,71.83,15.1,95.76,,,0,0,0,STABLE,MEDIUM
8183,2,ECE,81.75,26.06,100.0,7.75,7.75,0,0,0,STABLE,LOW
8183,3,ECE,75.61,21.61,97.62,7.71,7.73,0,0,0,IMPROVING,LOW
8183,4,ECE,82.88,21.16,100.0,8.11,7.83,0,0,0,DECLINING,MEDIUM
8183,5,ECE,80.39,28.5,100.0,7.5,7.74,0,0,0,DECLINING,MEDIUM
8183,6,ECE,70.59,30.88,100.0,7.0,7.57,0,0,0,IMPROVING,LOW
8183,7,ECE,74.81,21.42,100.0,8.0,7.64,0,0,0,DECLINING,MEDIUM
8183,8,ECE,75.2,35.97,100.0,7.5,7.62,0,0,0,STABLE,MEDIUM
8184,1,EEE,68.05,21.84,83.29,,,0,0,0,STABLE,LOW
8184,2,EEE,52.07,21.99,87.71,9.54,9.54,0,0,0,DECLINING,LOW
8184,3,EEE,75.75,19.16,83.31,9.14,9.33,0,0,0,IMPROVING,LOW
8184,4,EEE,70.07,23.58,86.26,9.77,9.47,0,0,0,STABLE,LOW
8184,5,EEE,76.25,23.54,82.28,10.0,9.59,0,0,0,STABLE,LOW
8184,6,EEE,75.62,14.52,97.88,9.77,9.62,0,0,0,STABLE,LOW
8184,7,EEE,70.7,16.55,82.77,9.77,9.65,0,0,0,STABLE,LOW
8184,8,EEE,82.6,13.62,81.33,9.58,9.64,0,0,0,DECLINING,LOW
8185,1,ME,79.43,9.98,88.72,,,0,0,0,STABLE,MEDIUM
8185,2,ME,73.29,8.04,70.57,7.07,7.07,0,0,1,STABLE,MEDIUM
8185,3,ME,56.25,18.54,70.94,6.86,6.97,0,0,0,STABLE,MEDIUM
8185,4,ME,82.26,13.18,61.01,7.08,7.0,0,0,2,STABLE,MEDIUM
8185,5,ME,66.84,16.57,69.58,6.8,6.95,0,0,3,DECLINING,MEDIUM
8185,6,ME,82.83,16.81,77.6,6.18,6.82,0,0,0,IMPROVING,MEDIUM
8185,7,ME,82.06,16.86,95.97,6.57,6.78,0,0,2,DECLINING,MEDIUM
8185,8,ME,65.41,12.13,80.09,6.2,6.71,1,1,1,STABLE,HIGH
8186,1,ME,66.89,20.14,83.16,,,0,0,0,STABLE,LOW
8186,2,ME,68.0,15.52,82.96,8.47,8.47,0,0,0,DECLINING,MEDIUM
8186,3,ME,83.16,11.04,84.92,8.14,8.31,0,0,0,STABLE,MEDIUM
8186,4,ME,68.51,16.69,71.67,8.33,8.32,0,0,0,STABLE,MEDIUM
8186,5,ME,80.14,14.78,98.55,8.4,8.34,0,0,0,IMPROVING,LOW
8186,6,ME,68.73,15.25,89.3,8.73,8.4,0,0,0,DECLINING,MEDIUM
8186,7,ME,73.95,10.8,81.43,8.07,8.35,0,0,0,STABLE,LOW
8186,8,ME,74.3,24.88,87.84,7.8,8.29,0,0,0,IMPROVING,MEDIUM
8187,1,CSE,69.42,17.71,91.39,,,0,0,0,STABLE,LOW
8187,2,CSE,44.43,23.23,94.47,9.0,9.0,0,0,0,DECLINING,MEDIUM
8187,3,CSE,61.83,22.27,81.93,8.21,8.56,0,0,0,STABLE,LOW
8187,4,CSE,54.91,31.39,100.0,8.0,8.39,0,0,0,IMPROVING,LOW
8187,5,CSE,53.41,29.91,100.0,8.6,8.45,0,0,0,STABLE,MEDIUM
8187,6,CSE,51.94,22.67,86.54,8.57,8.48,0,0,0,STABLE,MEDIUM
8187,7,CSE,70.92,19.23,96.73,8.57,8.49,0,0,0,STABLE,LOW
8187,8,CSE,61.16,24.91,92.54,8.5,8.49,0,0,0,STABLE,MEDIUM
8188,1,EEE,86.06,21.77,86.32,,,0,0,0,STABLE,MEDIUM
8188,2,EEE,85.6,5.07,91.32,7.0,7.0,0,0,2,DECLINING,MEDIUM
8188,3,EEE,87.66,14.01,82.99,6.0,6.48,0,0,0,IMPROVING,MEDIUM
8188,4,EEE,89.29,16.11,85.05,7.08,6.67,0,0,0,IMPROVING,LOW
8188,5,EEE,82.64,13.95,80.09,8.55,7.08,0,0,0,DECLINING,MEDIUM
8188,6,EEE,82.74,22.33,78.72,6.77,7.02,0,0,1,IMPROVING,MEDIUM
8188,7,EEE,80.61,18.32,91.67,7.23,7.05,0,0,1,DECLINING,MEDIUM
8188,8,EEE,81.51,12.4,89.16,6.5,6.98,0,0,0,IMPROVING,MEDIUM
8189,1,CE,51.98,11.56,63.02,,,0,0,0,STABLE,LOW
8189,2,CE,64.41,14.53,67.73,9.8,9.8,0,0,0,DECLINING,LOW
8189,3,CE,54.96,12.93,73.85,9.4,9.6,0,0,0,STABLE,LOW
8189,4,CE,54.67,16.43,65.39,9.25,9.5,0,0,0,IMPROVING,LOW
8189,5,CE,52.71,16.7,78.2,9.73,9.55,0,0,0,DECLINING,LOW
8189,6,CE,57.86,16.09,75.7,9.25,9.49,0,0,0,IMPROVING,LOW
8189,7,CE,52.76,20.57,61.18,9.57,9.51,0,0,0,DECLINING,MEDIUM
8189,8,CE,55.66,21.75,78.58,8.67,9.42,0,0,0,IMPROVING,LOW
8190,1,CE,67.34,20.78,85.1,,,0,0,0,STABLE,LOW
8190,2,CE,77.65,14.83,83.36,9.8,9.8,0,0,0,DECLINING,LOW
8190,3,CE,100.0,19.28,68.88,9.4,9.6,0,0,0,IMPROVING,LOW
8190,4,CE,81.37,13.91,72.2,9.75,9.64,0,0,0,STABLE,LOW
8190,5,CE,76.09,13.93,65.87,9.73,9.66,0,0,0,DECLINING,LOW
8190,6,CE,84.02,15.18,96.78,9.0,9.54,0,0,0,STABLE,LOW
8190,7,CE,76.79,18.85,86.87,9.14,9.47,0,0,0,DECLINING,LOW
8190,8,CE,81.96,11.06,83.73,8.33,9.35,0,0,0,IMPROVING,LOW
8191,1,ME,76.6,28.64,100.0,,,0,0,0,STABLE,LOW
8191,2,ME,73.63,33.47,100.0,8.27,8.27,0,0,1,DECLINING,MEDIUM
8191,3,ME,84.86,38.62,100.0,7.36,7.83,0,0,0,IMPROVING,LOW
8191,4,ME,96.89,33.13,100.0,8.08,7.9,0,0,0,STABLE,LOW
8191,5,ME,82.43,38.2,100.0,8.0,7.93,0,0,1,DECLINING,MEDIUM
8191,6,ME,78.42,38.39,100.0,7.55,7.87,0,0,0,IMPROVING,LOW
8191,7,ME,88.58,33.53,100.0,8.71,8.01,0,0,0,DECLINING,LOW
8191,8,ME,63.7,39.34,100.0,7.8,7.99,0,0,0,STABLE,MEDIUM
8192,1,CE,74.34,11.15,100.0,,,0,0,0,STABLE,LOW
8192,2,CE,54.6,17.47,78.05,9.27,9.27,0,0,0,STABLE,LOW
8192,3,CE,67.33,18.36,94.18,9.0,9.13,0,0,0,STABLE,LOW
8192,4,CE,72.66,15.96,76.05,9.25,9.17,0,0,0,DECLINING,MEDIUM
8192,5,CE,73.62,20.21,77.51,8.73,9.08,0,0,0,STABLE,LOW
