student_id,registration_number,semester,academic_year,attendance_percentage,study_hours_per_week,assignments_completed_percentage,class_participation,sgpa,cgpa,previous_sgpa,previous_cgpa,backlog_count,current_failed_courses,low_performance_course_count,performance_trend
7308,REG2022ECE07308,7,2025,62.77,30.97,100.0,80.72,10.0,9.75,10.0,9.71,0,0,0,STABLE
7308,REG2022ECE07308,8,2025,85.7,22.95,96.43,100.0,10.0,9.78,10.0,9.75,0,0,0,STABLE
7309,REG2023CE07309,3,2024,79.21,30.83,93.38,70.98,8.0,8.0,,,0,0,1,STABLE
7309,REG2023CE07309,4,2024,72.42,22.09,94.92,64.35,8.73,8.35,8.0,8.0,0,0,0,IMPROVING
7309,REG2023CE07309,5,2025,71.91,24.13,90.49,66.33,8.5,8.4,8.73,8.35,0,0,0,STABLE
7309,REG2023CE07309,6,2025,77.2,28.23,94.77,67.39,8.14,8.33,8.5,8.4,0,0,0,DECLINING
7309,REG2023CE07309,7,2026,60.61,26.05,92.02,43.55,8.67,8.38,8.14,8.33,0,0,0,IMPROVING
7309,REG2023CE07309,8,2026,67.4,18.02,92.61,79.18,8.58,8.41,8.67,8.38,0,0,0,STABLE
7310,REG2023CSE07310,1,2023,75.49,20.31,90.6,69.71,9.09,9.09,,,0,0,0,STABLE
7310,REG2023CSE07310,2,2023,82.4,26.67,81.9,84.43,9.86,9.52,9.09,9.09,0,0,0,IMPROVING
7310,REG2023CSE07310,3,2024,82.1,16.53,100.0,88.85,8.45,9.19,9.86,9.52,0,0,0,DECLINING
7310,REG2023CSE07310,4,2024,73.38,16.58,84.39,84.73,8.4,8.96,8.45,9.19,0,0,0,STABLE
7310,REG2023CSE07310,5,2025,83.58,16.24,99.48,76.32,9.14,9.0,8.4,8.96,0,0,0,IMPROVING
7310,REG2023CSE07310,6,2025,72.2,22.0,100.0,60.88,9.36,9.06,9.14,9.0,0,0,0,STABLE
7310,REG2023CSE07310,7,2026,76.53,18.79,100.0,73.94,9.25,9.08,9.36,9.06,0,0,0,STABLE
7310,REG2023CSE07310,8,2026,81.11,20.19,98.45,81.88,9.54,9.14,9.25,9.08,0,0,0,STABLE
7311,REG2020CSE07311,1,2020,60.84,9.08,73.36,100.0,9.73,9.73,,,0,0,0,STABLE
7311,REG2020CSE07311,2,2020,79.81,7.19,78.49,100.0,10.0,9.88,9.73,9.73,0,0,0,STABLE
7311,REG2020CSE07311,3,2021,65.22,10.6,67.61,69.82,8.73,9.53,10.0,9.88,0,0,0,DECLINING
7311,REG2020CSE07311,4,2021,53.18,13.83,69.78,87.07,9.0,9.37,8.73,9.53,0,0,0,STABLE
7311,REG2020CSE07311,5,2022,73.3,11.37,74.12,100.0,9.79,9.46,9.0,9.37,0,0,0,IMPROVING
7311,REG2020CSE07311,6,2022,64.35,17.21,66.56,84.15,8.71,9.33,9.79,9.46,0,0,1,DECLINING
7311,REG2020CSE07311,7,2023,67.74,2.0,81.61,100.0,8.88,9.29,8.71,9.33,0,0,0,STABLE
7311,REG2020CSE07311,8,2023,80.58,3.36,62.31,95.0,10.0,9.38,8.88,9.29,0,0,0,IMPROVING
7312,REG2020CSE07312,1,2020,71.06,17.42,80.63,27.49,3.91,3.91,,,1,1,5,STABLE
7312,REG2020CSE07312,2,2020,64.29,20.28,92.8,45.0,5.07,4.56,3.91,3.91,2,1,3,IMPROVING
7312,REG2020CSE07312,3,2021,73.76,20.19,73.68,42.76,5.36,4.81,5.07,4.56,2,0,3,STABLE
7312,REG2020CSE07312,4,2021,58.03,19.06,93.46,49.7,2.0,3.98,5.36,4.81,5,3,5,DECLINING
7312,REG2020CSE07312,5,2022,63.84,13.87,74.92,40.39,3.93,3.97,2.0,3.98,6,1,5,IMPROVING
7312,REG2020CSE07312,6,2022,64.93,19.05,72.41,25.34,4.93,4.14,3.93,3.97,7,1,2,IMPROVING
7312,REG2020CSE07312,7,2023,73.83,16.93,84.31,40.72,6.38,4.34,4.93,4.14,7,0,1,IMPROVING
7312,REG2020CSE07312,8,2023,69.61,18.27,85.11,33.71,4.15,4.32,6.38,4.34,8,1,5,DECLINING
7313,REG2023ECE07313,1,2023,58.13,11.15,87.57,91.22,8.25,8.25,,,0,0,0,STABLE
7313,REG2023ECE07313,2,2023,66.68,22.84,100.0,79.63,9.79,9.08,8.25,8.25,0,0,0,IMPROVING
7313,REG2023ECE07313,3,2024,71.62,16.83,84.84,87.43,10.0,9.31,9.79,9.08,0,0,0,STABLE
7313,REG2023ECE07313,4,2024,60.82,16.09,83.99,97.47,9.25,9.3,10.0,9.31,0,0,0,DECLINING
7313,REG2023ECE07313,5,2025,62.86,19.36,63.36,93.67,8.93,9.21,9.25,9.3,0,0,0,DECLINING
7313,REG2023ECE07313,6,2025,73.84,14.91,87.01,90.81,9.73,9.29,8.93,9.21,0,0,0,IMPROVING
7313,REG2023ECE07313,7,2026,58.2,18.85,79.14,76.25,9.58,9.33,9.73,9.29,0,0,0,STABLE
7313,REG2023ECE07313,8,2026,53.99,15.88,95.03,77.32,9.15,9.31,9.58,9.33,0,0,0,DECLINING
7314,REG2023CE07314,1,2023,74.49,10.93,73.26,61.67,7.67,7.67,,,0,0,0,STABLE
7314,REG2023CE07314,2,2023,78.81,19.01,81.76,85.55,8.6,8.13,7.67,7.67,0,0,0,IMPROVING
7314,REG2023CE07314,3,2024,58.91,7.45,78.82,68.07,7.25,7.88,8.6,8.13,0,0,0,DECLINING
7314,REG2023CE07314,4,2024,72.83,18.6,88.49,72.15,5.82,7.45,7.25,7.88,1,1,1,DECLINING
7314,REG2023CE07314,5,2025,59.64,22.69,90.08,69.14,8.0,7.55,5.82,7.45,1,0,0,IMPROVING
7314,REG2023CE07314,6,2025,74.74,19.08,88.3,77.73,8.71,7.76,8.0,7.55,1,0,0,IMPROVING
7314,REG2023CE07314,7,2026,62.96,12.37,82.27,69.56,7.67,7.75,8.71,7.76,1,0,0,DECLINING
7314,REG2023CE07314,8,2026,68.53,14.49,73.14,70.98,7.92,7.77,7.67,7.75,1,0,0,STABLE
7315,REG2022ECE07315,1,2022,83.44,8.72,89.66,98.46,10.0,10.0,,,0,0,0,STABLE
7315,REG2022ECE07315,2,2022,84.24,8.08,89.45,100.0,9.57,9.77,10.0,10.0,0,0,0,DECLINING
7315,REG2022ECE07315,3,2023,85.9,12.56,78.0,100.0,10.0,9.83,9.57,9.77,0,0,0,IMPROVING
7315,REG2022ECE07315,4,2023,71.39,18.18,98.51,100.0,10.0,9.87,10.0,9.83,0,0,0,STABLE
7315,REG2022ECE07315,5,2024,95.51,17.34,85.59,100.0,10.0,9.9,10.0,9.87,0,0,0,STABLE
7315,REG2022ECE07315,6,2024,84.17,16.72,80.35,100.0,10.0,9.92,10.0,9.9,0,0,0,STABLE
7315,REG2022ECE07315,7,2025,78.96,19.33,79.21,77.31,10.0,9.93,10.0,9.92,0,0,0,STABLE
7315,REG2022ECE07315,8,2025,98.57,14.86,77.73,100.0,10.0,9.94,10.0,9.93,0,0,0,STABLE
7316,REG2022ECE07316,1,2022,72.31,27.73,100.0,100.0,9.5,9.5,,,0,0,0,STABLE
7316,REG2022ECE07316,2,2022,76.63,22.95,95.1,100.0,10.0,9.77,9.5,9.5,0,0,0,IMPROVING
7316,REG2022ECE07316,3,2023,58.39,18.03,94.93,100.0,9.44,9.69,10.0,9.77,0,0,0,DECLINING
7316,REG2022ECE07316,4,2023,64.4,18.99,79.88,91.83,10.0,9.77,9.44,9.69,0,0,0,IMPROVING
7316,REG2022ECE07316,5,2024,67.76,21.28,100.0,100.0,10.0,9.82,10.0,9.77,0,0,0,STABLE
7316,REG2022ECE07316,6,2024,83.08,22.8,89.61,100.0,10.0,9.85,10.0,9.82,0,0,0,STABLE
7316,REG2022ECE07316,7,2025,63.47,18.88,100.0,100.0,10.0,9.87,10.0,9.85,0,0,0,STABLE
7316,REG2022ECE07316,8,2025,57.51,30.31,78.85,100.0,10.0,9.89,10.0,9.87,0,0,0,STABLE
7317,REG2022EEE07317,1,2022,69.64,12.32,73.62,71.72,7.77,7.77,,,0,0,0,STABLE
7317,REG2022EEE07317,2,2022,71.14,9.0,73.2,65.76,8.79,8.3,7.77,7.77,0,0,0,IMPROVING
7317,REG2022EEE07317,3,2023,66.57,12.62,61.76,69.68,7.85,8.15,8.79,8.3,0,0,0,DECLINING
7317,REG2022EEE07317,4,2023,53.74,4.14,73.78,80.11,7.55,8.02,7.85,8.15,0,0,0,DECLINING
7317,REG2022EEE07317,5,2024,63.47,8.39,63.5,61.87,7.69,7.95,7.55,8.02,0,0,1,STABLE
7317,REG2022EEE07317,6,2024,78.15,8.68,53.99,68.94,8.54,8.05,7.69,7.95,0,0,0,IMPROVING
7317,REG2022EEE07317,7,2025,66.33,8.47,59.59,56.83,8.42,8.1,8.54,8.05,0,0,0,STABLE
7317,REG2022EEE07317,8,2025,58.95,2.06,74.08,77.59,8.8,8.2,8.42,8.1,0,0,0,IMPROVING
7318,REG2020EEE07318,1,2020,65.85,14.36,68.28,40.74,6.62,6.62,,,0,0,1,STABLE
7318,REG2020EEE07318,2,2020,68.34,15.86,78.73,60.16,5.07,5.81,6.62,6.62,1,1,2,DECLINING
7318,REG2020EEE07318,3,2021,74.87,9.32,62.07,52.78,6.15,5.92,5.07,5.81,1,0,2,IMPROVING
7318,REG2020EEE07318,4,2021,62.51,12.31,63.55,55.72,6.27,6.0,6.15,5.92,1,0,3,STABLE
7318,REG2020EEE07318,5,2022,67.44,12.35,46.27,52.54,6.0,6.0,6.27,6.0,1,0,2,STABLE
7318,REG2020EEE07318,6,2022,72.54,7.81,80.15,68.8,6.77,6.13,6.0,6.0,1,0,0,IMPROVING
7318,REG2020EEE07318,7,2023,60.68,6.79,68.41,50.6,7.0,6.25,6.77,6.13,1,0,3,STABLE
7318,REG2020EEE07318,8,2023,66.2,11.78,64.22,41.72,6.6,6.3,7.0,6.25,1,0,2,DECLINING
7319,REG2022EEE07319,1,2022,77.8,24.28,100.0,65.38,7.54,7.54,,,0,0,0,STABLE
7319,REG2022EEE07319,2,2022,73.96,27.28,100.0,69.19,7.07,7.3,7.54,7.54,0,0,0,DECLINING
7319,REG2022EEE07319,3,2023,68.83,31.59,99.81,52.87,8.23,7.6,7.07,7.3,0,0,0,IMPROVING
7319,REG2022EEE07319,4,2023,66.8,28.55,100.0,47.99,8.27,7.75,8.23,7.6,0,0,0,STABLE
7319,REG2022EEE07319,5,2024,78.7,30.84,100.0,53.52,8.31,7.86,8.27,7.75,0,0,0,STABLE
7319,REG2022EEE07319,6,2024,73.11,19.94,100.0,70.49,7.15,7.74,8.31,7.86,0,0,0,DECLINING
7319,REG2022EEE07319,7,2025,48.88,29.08,85.02,48.56,7.58,7.72,7.15,7.74,0,0,0,IMPROVING
7319,REG2022EEE07319,8,2025,79.09,31.41,96.14,42.23,8.07,7.77,7.58,7.72,0,0,0,IMPROVING
7320,REG2020EEE07320,1,2020,68.44,14.85,79.63,79.31,8.31,8.31,,,0,0,0,STABLE
7320,REG2020EEE07320,2,2020,64.13,16.93,78.83,72.1,8.71,8.52,8.31,8.31,0,0,0,IMPROVING
7320,REG2020EEE07320,3,2021,66.89,19.54,85.46,66.31,8.92,8.65,8.71,8.52,0,0,0,STABLE
7320,REG2020EEE07320,4,2021,67.19,14.01,98.96,83.08,8.91,8.71,8.92,8.65,0,0,0,STABLE
7320,REG2020EEE07320,5,2022,55.26,24.44,81.73,57.04,9.31,8.83,8.91,8.71,0,0,0,IMPROVING
7320,REG2020EEE07320,6,2022,63.38,22.95,79.85,76.93,9.15,8.88,9.31,8.83,0,0,0,STABLE
7320,REG2020EEE07320,7,2023,63.08,16.02,78.0,58.9,8.83,8.88,9.15,8.88,0,0,0,DECLINING
7320,REG2020EEE07320,8,2023,66.02,14.44,75.31,69.98,9.27,8.93,8.83,8.88,0,0,0,IMPROVING
7321,REG2021EEE07321,1,2021,65.81,14.07,84.23,77.33,8.54,8.54,,,0,0,0,STABLE
7321,REG2021EEE07321,2,2021,72.69,14.36,93.62,80.73,8.93,8.74,8.54,8.54,0,0,0,IMPROVING
7321,REG2021EEE07321,3,2022,59.94,22.72,75.88,73.79,8.85,8.78,8.93,8.74,0,0,0,STABLE
7321,REG2021EEE07321,4,2022,66.49,15.14,74.34,69.69,9.36,8.9,8.85,8.78,0,0,0,IMPROVING
7321,REG2021EEE07321,5,2023,69.91,19.13,81.5,76.45,9.0,8.92,9.36,8.9,0,0,0,DECLINING
7321,REG2021EEE07321,6,2023,72.44,22.05,96.76,71.66,8.77,8.9,9.0,8.92,0,0,0,STABLE
7321,REG2021EEE07321,7,2024,70.83,24.59,77.21,37.54,9.08,8.92,8.77,8.9,0,0,0,IMPROVING
7321,REG2021EEE07321,8,2024,70.07,9.17,81.0,74.66,9.13,8.95,9.08,8.92,0,0,0,STABLE
7322,REG2020CE07322,3,2021,80.65,13.63,84.45,73.89,8.25,8.25,,,0,0,0,STABLE
7322,REG2020CE07322,4,2021,76.65,20.75,83.8,70.7,8.55,8.39,8.25,8.25,0,0,0,STABLE
7322,REG2020CE07322,5,2022,80.98,13.16,90.95,75.99,9.25,8.69,8.55,8.39,0,0,0,IMPROVING
7322,REG2020CE07322,6,2022,62.58,16.89,86.49,76.93,8.57,8.65,9.25,8.69,0,0,0,DECLINING
7322,REG2020CE07322,7,2023,69.72,14.28,90.64,91.44,8.33,8.6,8.57,8.65,0,0,0,STABLE
7322,REG2020CE07322,8,2023,77.94,16.18,81.09,68.6,9.0,8.67,8.33,8.6,0,0,0,IMPROVING
7323,REG2021ME07323,1,2021,84.91,13.97,99.84,60.8,6.67,6.67,,,0,0,2,STABLE
7323,REG2021ME07323,2,2021,80.6,13.47,83.14,54.09,6.07,6.38,6.67,6.67,0,0,4,DECLINING
7323,REG2021ME07323,3,2022,76.51,12.32,71.67,47.84,6.25,6.34,6.07,6.38,0,0,1,STABLE
7323,REG2021ME07323,4,2022,97.67,16.65,84.72,36.79,7.0,6.52,6.25,6.34,0,0,1,IMPROVING
7323,REG2021ME07323,5,2023,87.62,16.45,82.92,42.34,6.09,6.45,7.0,6.52,0,0,2,DECLINING
7323,REG2021ME07323,6,2023,91.45,19.8,100.0,52.45,5.5,6.28,6.09,6.45,1,1,2,DECLINING
7323,REG2021ME07323,7,2024,86.94,13.76,85.49,47.72,6.6,6.32,5.5,6.28,1,0,1,IMPROVING
7323,REG2021ME07323,8,2024,80.6,18.82,71.8,49.36,7.0,6.42,6.6,6.32,1,0,0,IMPROVING
7324,REG2020CE07324,3,2021,73.9,14.78,73.85,73.74,9.25,9.25,,,0,0,0,STABLE
7324,REG2020CE07324,4,2021,61.03,12.76,87.55,77.53,9.0,9.13,9.25,9.25,0,0,0,STABLE
7324,REG2020CE07324,5,2022,76.42,23.1,66.39,100.0,10.0,9.43,9.0,9.13,0,0,0,IMPROVING
7324,REG2020CE07324,6,2022,77.72,15.09,67.31,77.23,9.36,9.41,10.0,9.43,0,0,0,DECLINING
7324,REG2020CE07324,7,2023,65.22,8.22,65.47,95.76,8.67,9.29,9.36,9.41,0,0,0,DECLINING
7324,REG2020CE07324,8,2023,84.38,9.61,66.98,100.0,9.08,9.26,8.67,9.29,0,0,0,IMPROVING
7325,REG2021ECE07325,3,2022,78.29,22.83,98.77,100.0,9.67,9.67,,,0,0,0,STABLE
7325,REG2021ECE07325,4,2022,76.93,9.12,100.0,100.0,10.0,9.86,9.67,9.67,0,0,0,IMPROVING
7325,REG2021ECE07325,5,2023,84.18,21.54,85.79,82.13,10.0,9.91,10.0,9.86,0,0,0,STABLE
7325,REG2021ECE07325,6,2023,73.24,19.18,100.0,100.0,10.0,9.93,10.0,9.91,0,0,0,STABLE
7325,REG2021ECE07325,7,2024,92.41,23.13,97.29,100.0,10.0,9.95,10.0,9.93,0,0,0,STABLE
7325,REG2021ECE07325,8,2024,77.84,23.1,100.0,100.0,9.77,9.92,10.0,9.95,0,0,0,STABLE
7326,REG2020ME07326,1,2020,64.08,20.65,75.84,68.96,9.07,9.07,,,0,0,0,STABLE
7326,REG2020ME07326,2,2020,68.29,15.95,85.81,61.05,8.57,8.83,9.07,9.07,0,0,0,DECLINING
7326,REG2020ME07326,3,2021,69.42,19.59,79.84,67.56,8.25,8.66,8.57,8.83,0,0,0,DECLINING
7326,REG2020ME07326,4,2021,76.55,14.38,81.68,56.14,9.4,8.86,8.25,8.66,0,0,0,IMPROVING
7326,REG2020ME07326,5,2022,78.76,15.64,77.19,87.59,8.18,8.75,9.4,8.86,0,0,1,DECLINING
7326,REG2020ME07326,6,2022,77.2,13.78,78.19,59.57,8.21,8.65,8.18,8.75,0,0,0,STABLE
7326,REG2020ME07326,7,2023,80.65,12.39,74.21,83.01,8.9,8.68,8.21,8.65,0,0,0,IMPROVING
7326,REG2020ME07326,8,2023,84.84,10.3,94.26,91.62,8.56,8.66,8.9,8.68,0,0,0,DECLINING
7327,REG2021EEE07327,1,2021,62.22,19.9,76.86,47.47,8.23,8.23,,,0,0,0,STABLE
7327,REG2021EEE07327,2,2021,65.53,8.12,83.32,69.2,7.57,7.89,8.23,8.23,0,0,0,DECLINING
7327,REG2021EEE07327,3,2022,73.48,18.95,78.12,61.88,7.62,7.8,7.57,7.89,0,0,0,STABLE
7327,REG2021EEE07327,4,2022,70.86,22.48,89.87,59.81,7.18,7.67,7.62,7.8,0,0,0,DECLINING
7327,REG2021EEE07327,5,2023,68.6,10.03,83.22,76.83,7.08,7.55,7.18,7.67,0,0,0,STABLE
7327,REG2021EEE07327,6,2023,66.74,7.17,85.81,50.31,6.77,7.42,7.08,7.55,0,0,1,DECLINING
7327,REG2021EEE07327,7,2024,73.77,25.55,84.77,61.29,7.92,7.48,6.77,7.42,0,0,0,IMPROVING
7327,REG2021EEE07327,8,2024,58.0,16.99,58.57,53.63,7.07,7.42,7.92,7.48,0,0,0,DECLINING
7328,REG2021CSE07328,1,2021,60.91,14.87,85.85,44.95,7.18,7.18,,,0,0,0,STABLE
7328,REG2021CSE07328,2,2021,73.3,21.2,89.55,76.11,8.21,7.76,7.18,7.18,0,0,0,IMPROVING
7328,REG2021CSE07328,3,2022,51.8,21.79,82.34,57.63,7.64,7.72,8.21,7.76,0,0,0,DECLINING
7328,REG2021CSE07328,4,2022,68.0,15.46,82.53,70.61,7.8,7.75,7.64,7.72,0,0,0,STABLE
7328,REG2021CSE07328,5,2023,51.34,17.08,76.06,48.5,6.79,7.54,7.8,7.75,0,0,0,DECLINING
7328,REG2021CSE07328,6,2023,63.23,22.5,86.45,63.77,7.14,7.47,6.79,7.54,0,0,1,IMPROVING
7328,REG2021CSE07328,7,2024,76.55,18.23,92.87,70.81,8.25,7.54,7.14,7.47,0,0,0,IMPROVING
7328,REG2021CSE07328,8,2024,57.22,24.03,99.84,59.08,6.85,7.45,8.25,7.54,0,0,1,DECLINING
7329,REG2023ME07329,1,2023,78.15,23.66,100.0,89.98,8.67,8.67,,,0,0,0,STABLE
7329,REG2023ME07329,2,2023,72.66,16.5,85.91,80.18,8.07,8.38,8.67,8.67,0,0,0,DECLINING
7329,REG2023ME07329,3,2024,70.78,25.33,89.9,57.25,8.75,8.49,8.07,8.38,0,0,0,IMPROVING
7329,REG2023ME07329,4,2024,73.97,22.94,85.24,74.38,8.8,8.57,8.75,8.49,0,0,0,STABLE
7329,REG2023ME07329,5,2025,66.04,22.98,94.07,41.93,8.73,8.6,8.8,8.57,0,0,0,STABLE
7329,REG2023ME07329,6,2025,73.91,20.77,91.09,59.06,9.0,8.67,8.73,8.6,0,0,0,STABLE
7329,REG2023ME07329,7,2026,64.75,17.75,91.16,68.49,8.8,8.68,9.0,8.67,0,0,0,STABLE
7329,REG2023ME07329,8,2026,70.21,32.82,82.38,60.88,8.94,8.72,8.8,8.68,0,0,0,STABLE
7330,REG2020CSE07330,1,2020,54.65,24.82,88.08,60.82,7.91,7.91,,,0,0,0,STABLE
7330,REG2020CSE07330,2,2020,75.56,21.9,100.0,60.69,7.93,7.92,7.91,7.91,0,0,0,STABLE
7330,REG2020CSE07330,3,2021,61.61,27.85,88.15,53.17,7.64,7.83,7.93,7.92,0,0,0,STABLE
7330,REG2020CSE07330,4,2021,67.25,28.14,87.83,50.93,8.6,8.06,7.64,7.83,0,0,0,IMPROVING
7330,REG2020CSE07330,5,2022,58.83,21.01,85.44,51.36,7.0,7.83,8.6,8.06,0,0,1,DECLINING
7330,REG2020CSE07330,6,2022,63.35,28.58,95.33,53.23,8.21,7.9,7.0,7.83,0,0,0,IMPROVING
7330,REG2020CSE07330,7,2023,68.92,27.16,88.85,60.15,7.75,7.89,8.21,7.9,0,0,0,DECLINING
7330,REG2020CSE07330,8,2023,65.48,19.1,85.77,50.17,7.38,7.82,7.75,7.89,0,0,0,DECLINING
7331,REG2021CSE07331,1,2021,69.2,14.09,83.65,44.39,6.18,6.18,,,0,0,2,STABLE
7331,REG2021CSE07331,2,2021,60.31,9.65,91.41,55.93,5.21,5.64,6.18,6.18,1,1,3,DECLINING
7331,REG2021CSE07331,3,2022,52.01,23.4,91.83,46.26,6.82,6.0,5.21,5.64,1,0,0,IMPROVING
7331,REG2021CSE07331,4,2022,55.61,20.8,92.9,32.91,5.8,5.94,6.82,6.0,1,0,4,DECLINING
7331,REG2021CSE07331,5,2023,52.81,23.74,74.66,39.32,6.5,6.06,5.8,5.94,1,0,2,IMPROVING
7331,REG2021CSE07331,6,2023,45.51,26.97,83.63,36.46,6.57,6.15,6.5,6.06,1,0,1,STABLE
7331,REG2021CSE07331,7,2024,67.12,14.98,90.13,38.15,6.75,6.21,6.57,6.15,1,0,2,STABLE
7331,REG2021CSE07331,8,2024,61.69,16.93,81.04,52.84,6.23,6.21,6.75,6.21,1,0,2,DECLINING
7332,REG2023CE07332,1,2023,74.22,28.04,87.4,100.0,10.0,10.0,,,0,0,0,STABLE
7332,REG2023CE07332,2,2023,85.6,25.74,100.0,94.79,10.0,10.0,10.0,10.0,0,0,0,STABLE
7332,REG2023CE07332,3,2024,83.78,30.56,100.0,96.54,10.0,10.0,10.0,10.0,0,0,0,STABLE
7332,REG2023CE07332,4,2024,74.89,27.77,95.76,89.34,10.0,10.0,10.0,10.0,0,0,0,STABLE
7332,REG2023CE07332,5,2025,90.81,30.56,95.72,94.41,10.0,10.0,10.0,10.0,0,0,0,STABLE
7332,REG2023CE07332,6,2025,78.06,25.72,99.79,95.8,8.29,9.7,10.0,10.0,0,0,1,DECLINING
7332,REG2023CE07332,7,2026,72.12,24.59,98.28,100.0,9.33,9.66,8.29,9.7,0,0,0,IMPROVING
7332,REG2023CE07332,8,2026,79.72,22.92,100.0,98.5,10.0,9.7,9.33,9.66,0,0,0,IMPROVING
7333,REG2022ECE07333,3,2023,86.38,25.35,98.16,86.75,9.56,9.56,,,1,1,1,STABLE
7333,REG2022ECE07333,4,2023,78.23,15.85,80.11,76.39,8.5,8.95,9.56,9.56,1,0,0,DECLINING
7333,REG2022ECE07333,5,2024,73.33,23.63,83.92,77.58,8.5,8.77,8.5,8.95,1,0,0,STABLE
7333,REG2022ECE07333,6,2024,74.69,25.42,84.01,58.14,10.0,9.07,8.5,8.77,1,0,0,IMPROVING
7333,REG2022ECE07333,7,2025,80.37,18.73,100.0,82.69,9.25,9.1,10.0,9.07,1,0,0,DECLINING
7333,REG2022ECE07333,8,2025,75.19,23.89,99.96,69.6,9.54,9.18,9.25,9.1,1,0,0,STABLE
7334,REG2022ECE07334,1,2022,81.24,14.35,84.47,42.33,5.5,5.5,,,1,1,1,STABLE
7334,REG2022ECE07334,2,2022,68.08,11.67,61.83,59.81,7.43,6.54,5.5,5.5,1,0,0,IMPROVING
7334,REG2022ECE07334,3,2023,65.07,9.24,57.38,69.24,6.33,6.49,7.43,6.54,1,0,1,DECLINING
7334,REG2022ECE07334,4,2023,64.51,8.02,72.48,64.32,7.5,6.74,6.33,6.49,1,0,0,IMPROVING
7334,REG2022ECE07334,5,2024,65.35,13.89,59.56,78.72,7.5,6.92,7.5,6.74,1,0,0,STABLE
7334,REG2022ECE07334,6,2024,68.25,12.07,66.04,70.04,6.82,6.9,7.5,6.92,1,0,0,DECLINING
7334,REG2022ECE07334,7,2025,71.18,4.55,80.3,69.53,7.58,7.0,6.82,6.9,1,0,0,IMPROVING
7334,REG2022ECE07334,8,2025,69.08,14.6,67.04,65.25,7.08,7.01,7.58,7.0,1,0,0,DECLINING
7335,REG2023EEE07335,1,2023,75.35,20.73,82.64,87.44,7.85,7.85,,,0,0,0,STABLE
7335,REG2023EEE07335,2,2023,85.16,21.64,90.81,80.3,8.79,8.33,7.85,7.85,0,0,0,IMPROVING
7335,REG2023EEE07335,3,2024,80.0,17.15,97.34,87.12,8.08,8.25,8.79,8.33,0,0,0,DECLINING
7335,REG2023EEE07335,4,2024,72.42,21.83,88.55,55.85,8.73,8.35,8.08,8.25,0,0,0,IMPROVING
7335,REG2023EEE07335,5,2025,66.57,26.91,89.46,65.07,8.31,8.34,8.73,8.35,0,0,0,DECLINING
7335,REG2023EEE07335,6,2025,72.67,22.32,79.0,75.8,9.38,8.52,8.31,8.34,0,0,0,IMPROVING
7335,REG2023EEE07335,7,2026,77.36,18.88,87.1,89.34,8.25,8.48,9.38,8.52,0,0,0,DECLINING
7335,REG2023EEE07335,8,2026,74.16,22.69,94.07,67.56,9.33,8.61,8.25,8.48,0,0,0,IMPROVING
7336,REG2023EEE07336,3,2024,54.14,23.64,66.94,40.86,6.62,6.62,,,0,0,2,STABLE
7336,REG2023EEE07336,4,2024,61.93,19.0,88.36,41.6,7.09,6.83,6.62,6.62,0,0,1,IMPROVING
7336,REG2023EEE07336,5,2025,44.01,13.37,59.64,52.43,5.23,6.27,7.09,6.83,0,0,5,DECLINING
7336,REG2023EEE07336,6,2025,59.47,13.18,81.69,43.56,5.15,5.98,5.23,6.27,1,1,2,STABLE
7336,REG2023EEE07336,7,2026,49.51,16.2,93.99,48.31,6.17,6.02,5.15,5.98,2,1,3,IMPROVING
7336,REG2023EEE07336,8,2026,57.52,17.78,94.11,54.06,6.2,6.05,6.17,6.02,2,0,2,STABLE
7337,REG2021CE07337,3,2022,75.2,14.39,79.11,91.84,8.25,8.25,,,0,0,1,STABLE
7337,REG2021CE07337,4,2022,69.33,19.43,85.29,81.91,9.0,8.61,8.25,8.25,0,0,0,IMPROVING
7337,REG2021CE07337,5,2023,71.61,19.33,84.22,68.09,9.0,8.74,9.0,8.61,0,0,0,STABLE
7337,REG2021CE07337,6,2023,65.58,14.03,81.25,66.6,8.36,8.63,9.0,8.74,0,0,0,DECLINING
7337,REG2021CE07337,7,2024,79.99,17.16,79.03,81.72,8.33,8.59,8.36,8.63,0,0,0,STABLE
7337,REG2021CE07337,8,2024,58.96,16.1,80.29,84.61,8.92,8.64,8.33,8.59,0,0,0,IMPROVING
7338,REG2023CE07338,1,2023,67.75,18.71,100.0,66.28,8.13,8.13,,,0,0,0,STABLE
7338,REG2023CE07338,2,2023,67.21,20.0,84.55,54.0,7.27,7.7,8.13,8.13,0,0,0,DECLINING
7338,REG2023CE07338,3,2024,70.21,27.24,80.45,61.69,9.0,8.07,7.27,7.7,0,0,0,IMPROVING
7338,REG2023CE07338,4,2024,63.6,25.04,84.9,70.03,8.18,8.09,9.0,8.07,0,0,0,DECLINING
7338,REG2023CE07338,5,2025,81.19,27.09,93.82,73.65,9.0,8.26,8.18,8.09,0,0,0,IMPROVING
7338,REG2023CE07338,6,2025,57.47,16.13,78.25,55.03,8.21,8.25,9.0,8.26,0,0,1,DECLINING
7338,REG2023CE07338,7,2026,75.25,22.82,91.3,70.44,8.33,8.26,8.21,8.25,0,0,0,STABLE
7338,REG2023CE07338,8,2026,68.3,15.87,91.16,60.13,7.83,8.21,8.33,8.26,0,0,0,DECLINING
